Fish ID,Fish_ID_year,Processed by,Processed on,Sample #,Year,Sampled on,Site,Treatment,Species code,Length,Wet Weight ,Gut weight,Group,Lowest taxonomic classification,Digestion,N,Notes,Photo ID,Entered by,Entered on
CIC04-02,CIC04-02-2022,KH,20220707,CIC04,2022,20220616,CI,CT,BAICHR,44,0.83,0.0189,Crustacean,Shrimp,NA,NA,Eyes,,CL,20220711
CIC04-02,CIC04-02-2022,KH,20220707,CIC04,2022,20220616,CI,CT,BAICHR,44,0.83,0.0189,Unidentifiable,NA,NA,NA,digested tissue,,CL,20220711
CIC04-03,CIC04-03-2022,KH,20220707,CIC04,2022,20220616,CI,CT,BAICHR,45,0.92,0.0075,Amphipod,NA,NA,2,Tube dwelling,,CL,20220711
CIC04-04,CIC04-04-2022,KH,20220707,CIC04,2022,20220616,CI,CT,BAICHR,40,0.67,0.0096,Copepod,NA,NA,4,,,CL,20220711
CIC04-04,CIC04-04-2022,KH,20220707,CIC04,2022,20220616,CI,CT,BAICHR,40,0.67,0.0096,Crustacean,Shrimp,NA,NA,Eyes,,CL,20220711
CIC04-04,CIC04-04-2022,KH,20220707,CIC04,2022,20220616,CI,CT,BAICHR,40,0.67,0.0096,Unidentifiable,NA,NA,NA,DIGESTED TISSUE,,CL,20220711
CIC04-05,CIC04-05-2022,KH,20220707,CIC04,2022,20220616,CI,CT,BAICHR,49,1.24,0.0281,Crustacean,NA,NA,NA,Eyes,,CL,20220711
CIC04-05,CIC04-05-2022,KH,20220707,CIC04,2022,20220616,CI,CT,BAICHR,49,1.24,0.0281,Crustacean,Alpheidae,NA,1,Whole snapping shrimp,,CL,20220711
CIC04-05,CIC04-05-2022,KH,20220707,CIC04,2022,20220616,CI,CT,BAICHR,49,1.24,0.0281,Crustacean,Shrimp,NA,NA,DIGESTED TISSUE,,CL,20220711
CIC04-06,CIC04-06-2022,KH,20220707,CIC04,2022,20220616,CI,CT,BAICHR,45,0.95,0.0176,Crustacean,Shrimp,NA,NA,Eyes,,CL,20220711
CIC04-06,CIC04-06-2022,KH,20220707,CIC04,2022,20220616,CI,CT,BAICHR,45,0.95,0.0176,Copepod,NA,NA,6,,,CL,20220711
CIC04-06,CIC04-06-2022,KH,20220707,CIC04,2022,20220616,CI,CT,BAICHR,45,0.95,0.0176,Crustacean,Shrimp,NA,1,Tail,,CL,20220711
CIC04-06,CIC04-06-2022,KH,20220707,CIC04,2022,20220616,CI,CT,BAICHR,45,0.95,0.0176,Unidentifiable,NA,NA,NA,DIGESTED TISSUE,,CL,20220711
CIC04-07,CIC04-07-2022,KH,20220707,CIC04,2022,20220616,CI,CT,BAICHR,43,0.78,0.0166,Crustacean,Shrimp,NA,2,Whole shrimp,,CL,20220711
CIC04-07,CIC04-07-2022,KH,20220707,CIC04,2022,20220616,CI,CT,BAICHR,43,0.78,0.0166,Crustacean,Shrimp,NA,NA,Eyes,,CL,20220711
CIC04-07,CIC04-07-2022,KH,20220707,CIC04,2022,20220616,CI,CT,BAICHR,43,0.78,0.0166,Copepod,NA,NA,3,,,CL,20220711
CIC05-01,CIC05-01-2022,CL,20220707,CIC05,2022,20220616,CI,CT,LAGRHO,90,11.48,0.1678,SAV,NA,NA,NA,Seagrass,,CL,20220711
CIC05-01,CIC05-01-2022,CL,20220707,CIC05,2022,20220616,CI,CT,LAGRHO,90,11.48,0.1678,Crustacean,Shrimp,NA,NA,Eyes AND TAIL,,CL,20220711
CIC05-02,CIC05-02-2022,CL,20220707,CIC05,2022,20220616,CI,CT,LAGRHO,91,12.76,0.1819,Crustacean,Shrimp,NA,NA,Body and legs,,CL,20220711
CIC05-02,CIC05-02-2022,CL,20220707,CIC05,2022,20220616,CI,CT,LAGRHO,91,12.76,0.1819,SAV,NA,NA,NA,Seagrass,,CL,20220711
CIC05-03,CIC05-03-2022,CL,20220707,CIC05,2022,20220616,CI,CT,BAICHR,41,0.74,0.0115,Crustacean,Shrimp,NA,NA,Eyes AND FRAGMENTS,,CL,20220711
CIC05-03,CIC05-03-2022,CL,20220707,CIC05,2022,20220616,CI,CT,BAICHR,41,0.74,0.0115,Amphipod,NA,NA,1,Tube dwelling,,CL,20220711
CIC05-04,CIC05-04-2022,CL,20220707,CIC05,2022,20220616,CI,CT,BAICHR,47,1,0.0317,Crustacean,Shrimp,NA,NA,Eyes,,CL,20220711
CIC05-04,CIC05-04-2022,CL,20220707,CIC05,2022,20220616,CI,CT,BAICHR,47,1,0.0317,Amphipod,Gammaridae,NA,4,Gammaridae,,CL,20220711
CIC05-04,CIC05-04-2022,CL,20220707,CIC05,2022,20220616,CI,CT,BAICHR,47,1,0.0317,Amphipod,NA,NA,2,TUBE DWELLING,,CL,20220711
CIC05-04,CIC05-04-2022,CL,20220707,CIC05,2022,20220616,CI,CT,BAICHR,47,1,0.0317,Copepod,NA,NA,14,,,CL,20220711
CIC05-04,CIC05-04-2022,CL,20220707,CIC05,2022,20220616,CI,CT,BAICHR,47,1,0.0317,Crustacean,Alpheidae,NA,1,WHOLE SNAPPING,,CL,20220711
CIC05-05,CIC05-05-2022,CL,20220707,CIC05,2022,20220616,CI,CT,BAICHR,41,0.76,0.0161,Amphipod,NA,NA,2,Tube dwelling,,CL,20220711
CIC05-05,CIC05-05-2022,CL,20220707,CIC05,2022,20220616,CI,CT,BAICHR,41,0.76,0.0161,Crustacean,Shrimp,NA,NA,Eyes,,CL,20220711
CIC05-05,CIC05-05-2022,CL,20220707,CIC05,2022,20220616,CI,CT,BAICHR,41,0.76,0.0161,Copepod,NA,NA,1,,,CL,20220711
CIC05-05,CIC05-05-2022,CL,20220707,CIC05,2022,20220616,CI,CT,BAICHR,41,0.76,0.0161,Unidentifiable,NA,NA,NA,DIGESTED TISSUE,,CL,20220711
CIC05-06,CIC05-06-2022,CL,20220707,CIC05,2022,20220616,CI,CT,BAICHR,48,0.87,0.0342,Crustacean,Shrimp,NA,NA,Eyes AND FRAGMENTS,,CL,20220711
CIC05-07,CIC05-07-2022,CL,20220707,CIC05,2022,20220616,CI,CT,BAICHR,43,0.83,0.022,Copepod,NA,NA,8,,,CL,20220711
CIC05-07,CIC05-07-2022,CL,20220707,CIC05,2022,20220616,CI,CT,BAICHR,43,0.83,0.022,Crustacean,Shrimp,NA,1,Complete shrimp,,CL,20220711
CIC05-07,CIC05-07-2022,CL,20220707,CIC05,2022,20220616,CI,CT,BAICHR,43,0.83,0.022,Crustacean,Shrimp,NA,NA,Eyes,,CL,20220711
CIC05-07,CIC05-07-2022,CL,20220707,CIC05,2022,20220616,CI,CT,BAICHR,43,0.83,0.022,Unidentifiable,NA,NA,na,DIGESTED TISSUE,,CL,20220711
CIC05-07,CIC05-07-2022,CL,20220707,CIC05,2022,20220616,CI,CT,BAICHR,43,0.83,0.022,Amphipod,NA,NA,2,Tube dwelling,,CL,20220711
CIC05-08,CIC05-08-2022,CL,20220707,CIC05,2022,20220616,CI,CT,BAICHR,41,0.71,0.0061,Amphipod,NA,NA,2,Tube dwelling,,CL,20220711
CIC05-08,CIC05-08-2022,CL,20220707,CIC05,2022,20220616,CI,CT,BAICHR,41,0.71,0.0061,Crustacean,Shrimp,NA,NA,Eyes,,CL,20220711
CIC05-08,CIC05-08-2022,CL,20220707,CIC05,2022,20220616,CI,CT,BAICHR,41,0.71,0.0061,Unidentifiable,NA,NA,na,DIGESTED TISSUE,,CL,20220711
NEPaPT01-01,NEPaPT01-01-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,89,12.7,0.2875,Detritus,NA,NA,NA,,,CL,20220711
NEPaPT01-02,NEPaPT01-02-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,70,5.47,NA,Crustacean,Shrimp,NA,NA,Fragments,,CL,20220711
NEPaPT01-02,NEPaPT01-02-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,70,5.47,NA,Detritus,NA,NA,NA,,,CL,20220711
NEPaPT01-03,NEPaPT01-03-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,73,5.71,0.1666,Tanaidacea,NA,NA,1,,,CL,20220711
NEPaPT01-03,NEPaPT01-03-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,73,5.71,0.1666,Amphipod,NA,NA,1,,,CL,20220711
NEPaPT01-04,NEPaPT01-04-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,75,6.29,0.1695,Crustacean,Shrimp,NA,NA,Eyes AND FRAGMENTS,,CL,20220711
NEPaPT01-05,NEPaPT01-05-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,73,6.11,0.1514,Shrimp,NA,NA,NA,Eyes AND FRAGMENTS,,CL,20220711
NEPaPT01-05,NEPaPT01-05-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,73,6.11,0.1514,Sediment,NA,NA,NA,,,CL,20220711
NEPaPT01-05,NEPaPT01-05-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,73,6.11,0.1514,Isopod,NA,NA,1,Parasitic,,CL,20220711
NEPaPT01-05,NEPaPT01-05-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,73,6.11,0.1514,Polychaete,NA,NA,1,Chaetae,NePaPT01-002,CL,20220711
NEPaPT01-06,NEPaPT01-06-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,69,5.14,0.0825,Detritus,NA,NA,NA,,,CL,20220711
NEPaPT01-06,NEPaPT01-06-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,69,5.14,0.0825,Crustacean,Shrimp,NA,NA,Legs,,CL,20220711
NEPaPT01-07,NEPaPT01-07-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,66,4.64,0.0498,Empty,Empty,NA,NA,,,CL,20220711
NEPaPT01-08,NEPaPT01-08-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,60,3.8,0.0679,Crustacean,Shrimp,NA,3,Arrow shrimp,NePaPT01-001,CL,20220711
NEPaPT01-08,NEPaPT01-08-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,60,3.8,0.0679,Crustacean,Alpheidae,NA,1,Snapping shrimp,,CL,20220711
NEPaPT01-08,NEPaPT01-08-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,60,3.8,0.0679,Polychaete,NA,NA,1,Chaetae,,CL,20220711
NEPaPT01-09,NEPaPT01-09-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,61,3.35,0.0496,SAV,NA,NA,NA,Seagrass,,CL,20220711
NEPaPT01-10,NEPaPT01-10-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,47,1.5,NA,Detritus,NA,NA,NA,,,CL,20220711
NEPaPT01-10,NEPaPT01-10-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,47,1.5,NA,SAV,NA,NA,NA,Seagrass,,CL,20220711
NEPaPT01-10,NEPaPT01-10-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,47,1.5,NA,Crustacean,Alpheidae,NA,2,Snapping shrimp,,CL,20220711
NEPaPT01-11,NEPaPT01-11-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,49,1.77,0.0259,Crustacean,Alpheidae,NA,1,Snapping shrimp,,CL,20220711
NEPaPT01-12,NEPaPT01-12-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,45,1.32,0.0303,Unidentifiable,NA,NA,NA,Digested tissue,,CL,20220711
NEPaPT01-13,NEPaPT01-13-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,45,1.4,0.0266,Crustacean,Alpheidae,NA,1,Snapping shrimp,,CL,20220711
NEPaPT01-13,NEPaPT01-13-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,45,1.4,0.0266,Polychaete,NA,NA,1,Chaetae,,CL,20220711
NEPaPT01-13,NEPaPT01-13-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,45,1.4,0.0266,Green algae,NA,NA,NA,,,CL,20220711
NEPaPT01-14,NEPaPT01-14-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,36,0.58,0.01,Crustacean,Alpheidae,NA,1,Snapping shrimp,,CL,20220711
NEPaPT01-14,NEPaPT01-14-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,36,0.58,0.01,Crustacean,Shrimp,NA,1,Arrow shrimp,,CL,20220711
NEPaPT01-14,NEPaPT01-14-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,36,0.58,0.01,Crustacean,Shrimp,NA,NA,Fragments,,CL,20220711
NEPaPT01-15,NEPaPT01-15-2022,"KH, CL",20220705,NEPaPT01,2022,20220607,NEPaP,LS,LAGRHO,39,0.75,0.0135,Crustacean,Alpheidae,NA,1,Snapping shrimp,,CL,20220711
NEPaPT01-16,NEPaPT01-16-2022,CL,20220705,NEPaPT01,2022,20220607,NEPaP,LS,BAICHR,45,1.04,0.0508,Crustacean,Penaeidae,NA,1,Whole penaid,,CL,20220711
NEPaPT01-16,NEPaPT01-16-2022,CL,20220705,NEPaPT01,2022,20220607,NEPaP,LS,BAICHR,45,1.04,0.0508,Crustacean,Alpheidae,NA,1,Snapping shrimp,,CL,20220711
NEPaPT01-16,NEPaPT01-16-2022,CL,20220705,NEPaPT01,2022,20220607,NEPaP,LS,BAICHR,45,1.04,0.0508,Green algae,NA,NA,NA,,,CL,20220711
NEPaPT01-17,NEPaPT01-17-2022,CL,20220705,NEPaPT01,2022,20220607,NEPaP,LS,BAICHR,40,0.66,0.0263,Crustacean,Penaeidae,NA,2,,,CL,20220711
NEPaPT01-17,NEPaPT01-17-2022,CL,20220705,NEPaPT01,2022,20220607,NEPaP,LS,BAICHR,40,0.66,0.0263,Crustacean,Alpheidae,NA,1,Snapping,,CL,20220711
NEPaPT01-17,NEPaPT01-17-2022,CL,20220705,NEPaPT01,2022,20220607,NEPaP,LS,BAICHR,40,0.66,0.0263,Amphipod,NA,NA,1,Tube dwelling,,CL,20220711
NEPaPT01-18,NEPaPT01-18-2022,CL,20220705,NEPaPT01,2022,20220607,NEPaP,LS,BAICHR,46,1.13,0.0545,Crustacean,Alpheidae,NA,25,Snapping shrimp,,CL,20220711
NEPaPT01-18,NEPaPT01-18-2022,CL,20220705,NEPaPT01,2022,20220607,NEPaP,LS,BAICHR,46,1.13,0.0545,Amphipod,NA,NA,1,Tube dwelling,,CL,20220711
NEPaPT01-18,NEPaPT01-18-2022,CL,20220705,NEPaPT01,2022,20220607,NEPaP,LS,BAICHR,46,1.13,0.0545,Unidentifiable,NA,NA,NA,Digested tissue,,CL,20220711
NEPaPT01-19,NEPaPT01-19-2022,CL,20220705,NEPaPT01,2022,20220607,NEPaP,LS,BAICHR,42,0.79,0.0221,Crustacean,Alpheidae,NA,1,Snapping shrimp,,CL,20220711
NEPaPT01-19,NEPaPT01-19-2022,CL,20220705,NEPaPT01,2022,20220607,NEPaP,LS,BAICHR,42,0.79,0.0221,Crustacean,NA,NA,NA,Fragments,,CL,20220711
NEPaPT01-19,NEPaPT01-19-2022,CL,20220705,NEPaPT01,2022,20220607,NEPaP,LS,BAICHR,42,0.79,0.0221,Fish,NA,NA,2,otolith pairs,,CL,20220711
NEPaPT02-01,NEPaPT02-01-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,76,6.33,0.1356,Algae,NA,NA,NA,,,CL,20220711
NEPaPT02-01,NEPaPT02-01-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,76,6.33,0.1356,Plant material,NA,NA,NA,,,,
NEPaPT02-01,NEPaPT02-01-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,76,6.33,0.1356,SAV,NA,NA,NA,,,CL,20220711
NEPaPT02-02,NEPaPT02-02-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,80,8.79,0.2352,Algae,NA,NA,NA,,,CL,20220711
NEPaPT02-02,NEPaPT02-02-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,80,8.79,0.2352,SAV,NA,NA,NA,Seagrass,,CL,20220711
NEPaPT02-02,NEPaPT02-02-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,80,8.79,0.2352,Sediment,NA,NA,NA,,,CL,20220711
NEPaPT02-03,NEPaPT02-03-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,62,3.85,0.1362,Algae,NA,NA,NA,,,CL,20220711
NEPaPT02-03,NEPaPT02-03-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,62,3.85,0.1362,SAV,NA,NA,NA,Seagrass,,CL,20220711
NEPaPT02-04,NEPaPT02-04-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,82,9.04,0.3348,SAV,NA,NA,NA,Seagrass,,CL,20220711
NEPaPT02-04,NEPaPT02-04-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,82,9.04,0.3348,Algae,NA,NA,NA,,,CL,20220711
NEPaPT02-04,NEPaPT02-04-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,82,9.04,0.3348,Plastic,NA,NA,NA,,NePaPT02-001,CL,20220711
NEPaPT02-05,NEPaPT02-05-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,84,10.35,0.4432,Brown algae,NA,NA,NA,,,CL,20220711
NEPaPT02-05,NEPaPT02-05-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,84,10.35,0.4432,SAV,NA,NA,NA,Seagrass,,CL,20220711
NEPaPT02-06,NEPaPT02-06-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,80,9.07,0.3076,Algae,NA,NA,NA,,,CL,20220711
NEPaPT02-06,NEPaPT02-06-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,80,9.07,0.3076,SAV,NA,NA,NA,Seagrass,,CL,20220711
NEPaPT02-07,NEPaPT02-07-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,75,7.11,0.3046,Algae,NA,NA,NA,,,CL,20220711
NEPaPT02-07,NEPaPT02-07-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,75,7.11,0.3046,SAV,NA,NA,NA,Seagrass,,CL,20220711
NEPaPT02-08,NEPaPT02-08-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,74,7.6,0.2524,Brown algae,NA,NA,NA,,,CL,20220711
NEPaPT02-08,NEPaPT02-08-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,74,7.6,0.2524,Fish,NA,NA,NA,Head bones,,CL,20220711
NEPaPT02-08,NEPaPT02-08-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,74,7.6,0.2524,Fish,NA,NA,2,Otoliths,,CL,20220711
NEPaPT02-09,NEPaPT02-09-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,83,9.48,0.2468,SAV,NA,NA,NA,Seagrass,,CL,20220711
NEPaPT02-09,NEPaPT02-09-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,83,9.48,0.2468,Sediment,NA,NA,NA,,,CL,20220711
NEPaPT02-10,NEPaPT02-10-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,73,6.73,0.1485,Algae,NA,NA,NA,,,CL,20220711
NEPaPT02-10,NEPaPT02-10-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,73,6.73,0.1485,SAV,NA,NA,NA,Seagrass,,CL,20220711
NEPaPT02-11,NEPaPT02-11-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,96,15.2,0.3423,SAV,NA,NA,NA,Seagrass,,CL,20220711
NEPaPT02-11,NEPaPT02-11-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,96,15.2,0.3423,Sediment,NA,NA,NA,,,CL,20220711
NEPaPT02-12,NEPaPT02-12-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,72,6.22,0.2419,Algae,NA,NA,NA,,,CL,20220711
NEPaPT02-12,NEPaPT02-12-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,72,6.22,0.2419,SAV,NA,NA,NA,Seagrass,,CL,20220711
NEPaPT02-13,NEPaPT02-13-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,75,6.93,0.2083,Brown algae,NA,NA,NA,,,CL,20220711
NEPaPT02-13,NEPaPT02-13-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,75,6.93,0.2083,SAV,NA,NA,NA,Seagrass,,CL,20220711
NEPaPT02-14,NEPaPT02-14-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,69,4.81,0.1538,Sediment,NA,NA,NA,,,CL,20220711
NEPaPT02-14,NEPaPT02-14-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,69,4.81,0.1538,SAV,NA,NA,NA,Seagrass,,CL,20220711
NEPaPT02-15,NEPaPT02-15-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,68,4.41,0.1362,Fish,NA,NA,NA,"Bones, scales",,CL,20220711
NEPaPT02-15,NEPaPT02-15-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,68,4.41,0.1362,Sediment,NA,NA,NA,,,CL,20220711
NEPaPT02-15,NEPaPT02-15-2022,"RB, MB, CL",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,68,4.41,0.1362,SAV,NA,NA,NA,Seagrass,,CL,20220711
NEPaPT02-16,NEPaPT02-16-2022,"CL, MB",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,42,1.02,0.0383,Sediment,NA,NA,NA,,,CL,20220711
NEPaPT02-16,NEPaPT02-16-2022,"CL, MB",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,42,1.02,0.0383,SAV,NA,NA,NA,Seagrass,,CL,20220711
NEPaPT02-17,NEPaPT02-17-2022,"CL, MB",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,41,1.03,0.0232,Unidentifiable,NA,NA,NA,,,CL,20220711
NEPaPT02-18,NEPaPT02-18-2022,"CL, MB",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,41,1.16,0.0224,Crustacean,Shrimp,NA,NA,Eyes,NePaPT02-004,CL,20220711
NEPaPT02-18,NEPaPT02-18-2022,"CL, MB",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,41,1.16,0.0224,Brown algae,NA,NA,NA,,,CL,20220711
NEPaPT02-18,NEPaPT02-18-2022,"CL, MB",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,41,1.16,0.0224,SAV,NA,NA,NA,Seagrass,,CL,20220711
NEPaPT02-19,NEPaPT02-19-2022,"CL, MB",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,42,1.17,0.0403,Sediment,NA,NA,NA,,,CL,20220711
NEPaPT02-19,NEPaPT02-19-2022,"CL, MB",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,42,1.17,0.0403,Brown algae,NA,NA,NA,,,CL,20220711
NEPaPT02-19,NEPaPT02-19-2022,"CL, MB",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,42,1.17,0.0403,SAV,NA,NA,NA,Seagrass,,CL,20220711
NEPaPT02-20,NEPaPT02-20-2022,"CL, MB",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,46,1.46,0.0322,Crustacean,Shrimp,NA,NA,Fragments,,CL,20220711
NEPaPT02-20,NEPaPT02-20-2022,"CL, MB",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,46,1.46,0.0322,Fish,NA,NA,NA,Scales,,CL,20220711
NEPaPT02-20,NEPaPT02-20-2022,"CL, MB",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,46,1.46,0.0322,SAV,NA,NA,NA,Seagrass,,CL,20220711
NEPaPT02-20,NEPaPT02-20-2022,"CL, MB",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,46,1.46,0.0322,Sediment,NA,NA,NA,,,CL,20220711
NEPaPT02-20,NEPaPT02-20-2022,"CL, MB",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,46,1.46,0.0322,Unidentifiable,NA,NA,NA,Unidentifiable things,NePaPT02-005,CL,20220711
NEPaPT02-21,NEPaPT02-21-2022,"CL, MB",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,41,1.06,0.0272,Sediment,NA,NA,NA,,,CL,20220711
NEPaPT02-21,NEPaPT02-21-2022,"CL, MB",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,41,1.06,0.0272,Brown algae,NA,NA,NA,,,CL,20220711
NEPaPT02-22,NEPaPT02-22-2022,"CL, MB",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,40,0.97,0.0186,Sediment,NA,NA,NA,,,CL,20220711
NEPaPT02-22,NEPaPT02-22-2022,"CL, MB",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,40,0.97,0.0186,Brown algae,NA,NA,NA,,,CL,20220711
NEPaPT02-23,NEPaPT02-23-2022,"CL, MB",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,41,1.08,NA,Empty,Empty,NA,NA,,,CL,20220711
NEPaPT02-24,NEPaPT02-24-2022,"CL, MB",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,33,0.55,0.0152,Unidentifiable,NA,NA,NA,,,CL,20220711
NEPaPT02-25,NEPaPT02-25-2022,"CL, MB",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,42,1.13,0.0346,Amphipod,NA,NA,1,Tube dwelling,NePaPT02-006,CL,20220711
NEPaPT02-25,NEPaPT02-25-2022,"CL, MB",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,42,1.13,0.0346,Crustacean,Shrimp,NA,NA,Eyes,NePaPT02-007,CL,20220711
NEPaPT02-25,NEPaPT02-25-2022,"CL, MB",20220629,NEPaPT02,2022,20220607,NEPaP,LS,LAGRHO,42,1.13,0.0346,Polychaete,NA,NA,1,Body,,CL,20220711
